FOLIO,FECHA,HORA,MINUTO,TIPO,VIOLENCIA,LATITUD,LONGITUD,DISTRITO,CUADRANTE,DIA,MES,ESTACION,AÑO
747323,2024-12-26,2,45,ROBO A NEGOCIO,NO,28.597008,-106.024667,Morelos,60,26,12,Invierno,2024
747767,2024-12-26,11,25,ROBO A NEGOCIO,NO,28.644783,-106.074519,Villa,25,26,12,Invierno,2024
748245,2024-12-26,16,46,ROBO A NEGOCIO,NO,28.607204,-106.033052,Morelos,55,26,12,Invierno,2024
748481,2024-12-26,0,0,ROBO A NEGOCIO,NO,28.669995,-106.097996,Villa,23,26,12,Invierno,2024
748551,2024-12-26,18,55,ROBO A NEGOCIO,NO,28.631881,-106.12057,Diana,33,26,12,Invierno,2024
749601,2024-12-27,9,53,ROBO A CASA HABITACION,NO,28.604831,-106.027029,Morelos,55,27,12,Invierno,2024
750654,2024-12-27,19,14,ROBO A NEGOCIO,SI,28.621601,-106.073138,Zapata,70,27,12,Invierno,2024
749797,2024-12-27,12,25,ROBO A NEGOCIO,NO,28.590476,-105.989593,Morelos,63,27,12,Invierno,2024
749377,2024-12-27,4,40,ROBO DE VEHICULO,NO,28.673395,-106.118442,Villa,21,27,12,Invierno,2024
749498,2024-12-27,8,6,ROBO DE VEHICULO,NO,28.734806,-106.125875,Colón,8,27,12,Invierno,2024
752154,2024-12-28,16,16,ROBO A CASA HABITACION,NO,28.735663,-106.124024,Colón,8,28,12,Invierno,2024
752695,2024-12-28,21,41,ROBO A NEGOCIO,SI,28.699481,-106.104397,Villa,17,28,12,Invierno,2024
751178,2024-12-28,1,5,ROBO A NEGOCIO,NO,28.63604,-106.077953,Ángel,37,28,12,Invierno,2024
751567,2024-12-28,9,44,ROBO A CASA HABITACION,NO,28.723224,-106.152886,Colón,12,28,12,Invierno,2024
751927,2024-12-28,13,48,ROBO A NEGOCIO,NO,28.637426,-106.052891,Zapata,71,28,12,Invierno,2024
752160,2024-12-28,16,17,ROBO A CASA HABITACION,NO,28.764045,-106.169435,Colón,3,28,12,Invierno,2024
0,2024-12-29,10,45,ROBO DE VEHICULO,NO,28.643856,-106.064499,Ángel,40,29,12,Invierno,2024
754736,2024-12-29,21,45,ROBO A NEGOCIO,SI,28.601876,-106.021337,Morelos,55,29,12,Invierno,2024
753830,2024-12-29,13,29,ROBO A NEGOCIO,SI,28.578443,-106.038041,Morelos,59,29,12,Invierno,2024
754533,2024-12-29,9,45,ROBO A NEGOCIO,NO,28.746558,-106.160875,Colón,6,29,12,Invierno,2024
753422,2024-12-29,5,17,ROBO A NEGOCIO,NO,28.649653,-106.065688,Ángel,35,29,12,Invierno,2024
753357,2024-12-29,3,50,ROBO A NEGOCIO,NO,28.630301,-106.022381,Morelos,57,29,12,Invierno,2024
753998,2024-12-29,14,46,ROBO DE VEHICULO,NO,28.671691,-105.998802,Morelos,47,29,12,Invierno,2024
753763,2024-12-29,12,30,ROBO DE VEHICULO,NO,28.613281,-106.025399,Morelos,55,29,12,Invierno,2024
753855,2024-12-29,17,26,ROBO DE VEHICULO,NO,28.664921,-105.98058,Morelos,47,29,12,Invierno,2024
754963,2024-12-30,0,55,ROBO A CASA HABITACION,NO,28.729768,-106.097413,Colón,14,30,12,Invierno,2024
756041,2024-12-30,14,30,ROBO A NEGOCIO,NO,28.664488,-106.125543,Diana,29,30,12,Invierno,2024
756439,2024-12-30,18,30,ROBO A NEGOCIO,SI,28.648707,-106.065485,Ángel,36,30,12,Invierno,2024
756499,2024-12-30,19,5,ROBO A CASA HABITACION,NO,28.739127,-106.114401,Colón,9,30,12,Invierno,2024
756783,2024-12-30,21,20,ROBO A NEGOCIO,SI,28.598645,-105.998577,Morelos,56,30,12,Invierno,2024
758036,2024-12-31,15,6,ROBO A CASA HABITACION,NO,28.784144,-106.167396,Colón,3,31,12,Invierno,2024
758100,2024-12-31,15,33,ROBO A CASA HABITACION,NO,28.750766,-106.146985,Colón,7,31,12,Invierno,2024
758549,2024-12-31,19,8,ROBO A NEGOCIO,SI,28.584361,-106.018234,Morelos,61,31,12,Invierno,2024
758616,2024-12-31,20,11,ROBO A CASA HABITACION,NO,28.73761,-106.123404,Colón,8,31,12,Invierno,2024
759476,2025-01-01,5,11,ROBO A NEGOCIO,SI,28.600113,-106.061258,Zapata,76,1,1,Invierno,2025
759978,2025-01-01,5,25,ROBO A NEGOCIO,SI,28.609652,-106.06599,Zapata,75,1,1,Invierno,2025
760050,2025-01-01,6,31,ROBO DE VEHICULO,NO,28.639322,-106.039862,Morelos,51,1,1,Invierno,2025
760404,2025-01-01,11,50,ROBO A CASA HABITACION,NO,28.643275,-106.030795,Morelos,51,1,1,Invierno,2025
769412,2025-01-01,12,0,ROBO A NEGOCIO,NO,28.693501,-106.11559,Villa,17,1,1,Invierno,2025
760412,2025-01-01,12,6,ROBO A NEGOCIO,NO,28.693475,-106.115476,Villa,17,1,1,Invierno,2025
760559,2025-01-01,13,47,ROBO DE VEHICULO,NO,28.771511,-106.161973,Colón,3,1,1,Invierno,2025
761131,2025-01-01,19,10,ROBO A CASA HABITACION,NO,28.662759,-105.948717,Morelos,48,1,1,Invierno,2025
762249,2025-01-02,9,10,ROBO DE VEHICULO,NO,28.587403,-106.040247,Morelos,59,2,1,Invierno,2025
762311,2025-01-02,9,42,ROBO A NEGOCIO,NO,28.631906,-106.121163,Diana,32,2,1,Invierno,2025
762482,2025-01-02,11,35,ROBO DE VEHICULO,NO,28.634679,-106.076379,Ángel,38,2,1,Invierno,2025
762794,2025-01-02,14,49,ROBO DE VEHICULO,NO,28.625482,-106.071318,Zapata,70,2,1,Invierno,2025
763068,2025-01-02,17,27,ROBO A CASA HABITACION,NO,28.675185,-106.006251,Morelos,46,2,1,Invierno,2025
763388,2025-01-02,20,20,ROBO A NEGOCIO,SI,28.588101,-106.015708,Morelos,61,2,1,Invierno,2025
763901,2025-01-03,0,10,ROBO A CASA HABITACION,NO,28.726065,-106.103135,Colón,14,3,1,Invierno,2025
764122,2025-01-03,8,5,ROBO A CASA HABITACION,NO,28.6573,-106.096275,Villa,25,3,1,Invierno,2025
764276,2025-01-03,10,35,ROBO A NEGOCIO,SI,28.651401,-106.084529,Villa,25,3,1,Invierno,2025
764612,2025-01-03,15,5,ROBO A NEGOCIO,NO,28.648273,-105.966099,Morelos,54,3,1,Invierno,2025
764756,2025-01-03,15,20,ROBO A NEGOCIO,NO,28.724669,-106.111248,Colón,13,3,1,Invierno,2025
765358,2025-01-03,20,33,ROBO A CASA HABITACION,NO,28.647226,-106.07833,Villa,25,3,1,Invierno,2025
765555,2025-01-03,22,23,ROBO DE VEHICULO,NO,28.677734,-106.006543,Morelos,46,3,1,Invierno,2025
765668,2025-01-03,23,45,ROBO A CASA HABITACION,NO,28.664446,-105.979294,Morelos,47,3,1,Invierno,2025
766034,2025-01-04,8,20,ROBO A NEGOCIO,NO,28.646703,-106.098616,Diana,31,4,1,Invierno,2025
766216,2025-01-04,13,30,ROBO A NEGOCIO,NO,28.749669,-106.129104,Colón,8,4,1,Invierno,2025
767055,2025-01-04,20,45,ROBO A NEGOCIO,SI,28.577091,-106.030712,Morelos,60,4,1,Invierno,2025
767262,2025-01-05,3,31,ROBO DE VEHICULO,SI,28.668639,-105.977387,Morelos,47,5,1,Invierno,2025
768026,2025-01-05,6,30,ROBO A NEGOCIO,NO,28.617205,-106.031728,Zapata,77,5,1,Invierno,2025
768096,2025-01-05,7,15,ROBO DE VEHICULO,NO,28.64124,-106.063033,Ángel,40,5,1,Invierno,2025
769786,2025-01-06,10,39,ROBO A CASA HABITACION,NO,28.589191,-106.016673,Morelos,61,6,1,Invierno,2025
771113,2025-01-06,20,6,ROBO A NEGOCIO,SI,28.579841,-106.012201,Morelos,61,6,1,Invierno,2025
771133,2025-01-06,20,7,ROBO A NEGOCIO,SI,28.689526,-106.094224,Villa,18,6,1,Invierno,2025
772460,2025-01-07,14,32,ROBO A NEGOCIO,NO,28.606185,-106.103,Zapata,67,7,1,Invierno,2025
772696,2025-01-07,16,0,ROBO A NEGOCIO,NO,28.722559,-106.112964,Colón,13,7,1,Invierno,2025
773692,2025-01-08,7,18,ROBO DE VEHICULO,NO,28.662586,-105.9493,Morelos,48,8,1,Invierno,2025
773900,2025-01-08,10,40,ROBO A CASA HABITACION,SI,28.636479,-106.038742,Morelos,51,8,1,Invierno,2025
774828,2025-01-08,19,50,ROBO DE VEHICULO,NO,28.635926,-106.054034,Zapata,71,8,1,Invierno,2025
775289,2025-01-09,2,5,ROBO A NEGOCIO,NO,28.647788,-106.022373,Morelos,50,9,1,Invierno,2025
777540,2025-01-09,9,30,ROBO A CASA HABITACION,NO,28.706322,-106.129524,Colón,12,9,1,Invierno,2025
776290,2025-01-09,16,48,ROBO A NEGOCIO,NO,28.638019,-106.074588,Ángel,37,9,1,Invierno,2025
776464,2025-01-09,18,25,ROBO A NEGOCIO,NO,28.65115,-106.08577,Villa,25,9,1,Invierno,2025
776828,2025-01-09,22,31,ROBO DE VEHICULO,NO,28.704461,-106.129695,Colón,12,9,1,Invierno,2025
776816,2025-01-09,22,33,ROBO A NEGOCIO,NO,28.623472,-106.066113,Zapata,70,9,1,Invierno,2025
777594,2025-01-10,10,50,ROBO A CASA HABITACION,NO,28.729366,-106.11148,Colón,14,10,1,Invierno,2025
778771,2025-01-10,22,45,ROBO A NEGOCIO,NO,28.683747,-106.110746,Villa,20,10,1,Invierno,2025
779129,2025-01-11,7,35,ROBO A NEGOCIO,NO,28.681411,-106.002455,Morelos,44,11,1,Invierno,2025
779383,2025-01-11,11,32,ROBO A NEGOCIO,NO,28.622459,-106.02912,Zapata,77,11,1,Invierno,2025
781210,2025-01-12,5,31,ROBO A NEGOCIO,NO,28.621406,-106.051511,Zapata,70,12,1,Invierno,2025
0,2025-01-12,6,31,ROBO A NEGOCIO,NO,28.638751,-106.073711,Ángel,37,12,1,Invierno,2025
781838,2025-01-12,15,43,ROBO A NEGOCIO,NO,28.608346,-106.035221,Zapata,77,12,1,Invierno,2025
782160,2025-01-12,18,40,ROBO DE VEHICULO,NO,28.601334,-106.104713,Zapata,67,12,1,Invierno,2025
780426,2025-01-12,20,44,ROBO A NEGOCIO,NO,28.648787,-106.130793,Diana,29,12,1,Invierno,2025
782473,2025-01-12,21,36,ROBO A CASA HABITACION,NO,28.611587,-106.103772,Zapata,68,12,1,Invierno,2025
782533,2025-01-12,22,15,ROBO A NEGOCIO,SI,28.597555,-106.032187,Morelos,59,12,1,Invierno,2025
782891,2025-01-13,4,2,ROBO A CASA HABITACION,NO,28.703021,-106.094908,Villa,18,13,1,Invierno,2025
783498,2025-01-13,12,30,ROBO A NEGOCIO,NO,28.660842,-106.096814,Villa,23,13,1,Invierno,2025
784296,2025-01-13,17,50,ROBO A NEGOCIO,NO,28.621438,-106.051582,Zapata,70,13,1,Invierno,2025
784310,2025-01-13,18,0,ROBO A NEGOCIO,NO,28.738678,-106.131855,Colón,7,13,1,Invierno,2025
785322,2025-01-14,12,13,ROBO A NEGOCIO,NO,28.741912,-106.13775,Colón,7,14,1,Invierno,2025
785447,2025-01-14,14,10,ROBO A NEGOCIO,NO,28.610458,-106.10458,Zapata,67,14,1,Invierno,2025
787035,2025-01-15,5,40,ROBO DE VEHICULO,NO,28.587937,-106.1012,Zapata,73,15,1,Invierno,2025
787401,2025-01-15,11,22,ROBO A NEGOCIO,NO,28.754544,-106.119445,Colón,9,15,1,Invierno,2025
0,2025-01-15,14,20,ROBO A NEGOCIO,SI,28.663888,-105.94051,Morelos,48,15,1,Invierno,2025
788337,2025-01-15,19,5,ROBO A NEGOCIO,NO,28.624154,-106.118178,Diana,32,15,1,Invierno,2025
789111,2025-01-16,8,35,ROBO A NEGOCIO,NO,28.646482,-106.017742,Morelos,50,16,1,Invierno,2025
790162,2025-01-16,18,40,ROBO A NEGOCIO,NO,28.648791,-106.100047,Diana,31,16,1,Invierno,2025
790554,2025-01-16,22,22,ROBO A NEGOCIO,NO,28.647716,-106.09205,Villa,25,16,1,Invierno,2025
791017,2025-01-17,8,12,ROBO A CASA HABITACION,NO,28.636479,-106.108945,Diana,33,17,1,Invierno,2025
791957,2025-01-17,17,43,ROBO A CASA HABITACION,NO,28.664059,-105.956128,Morelos,48,17,1,Invierno,2025
792245,2025-01-17,20,13,ROBO A NEGOCIO,SI,28.696163,-106.133272,Diana,28,17,1,Invierno,2025
793773,2025-01-18,16,33,ROBO A CASA HABITACION,NO,28.607204,-106.097038,Zapata,68,18,1,Invierno,2025
793907,2025-01-18,17,39,ROBO A NEGOCIO,NO,28.636588,-106.11937,Diana,31,18,1,Invierno,2025
794481,2025-01-18,23,34,ROBO A NEGOCIO,NO,28.626563,-106.114843,Diana,33,18,1,Invierno,2025
794844,2025-01-19,0,43,ROBO A CASA HABITACION,NO,28.76546,-106.168362,Colón,3,19,1,Invierno,2025
794758,2025-01-19,0,55,ROBO A CASA HABITACION,NO,28.771639,-106.164541,Colón,3,19,1,Invierno,2025
795582,2025-01-19,13,8,ROBO A NEGOCIO,NO,28.671888,-106.027941,Morelos,50,19,1,Invierno,2025
797243,2025-01-20,9,7,ROBO A NEGOCIO,SI,28.616386,-106.055468,Zapata,77,20,1,Invierno,2025
797726,2025-01-20,13,20,ROBO A NEGOCIO,NO,28.601022,-106.125034,Diana,34,20,1,Invierno,2025
797697,2025-01-20,13,22,ROBO A NEGOCIO,NO,28.654264,-106.094619,Villa,25,20,1,Invierno,2025
797815,2025-01-20,14,10,ROBO A NEGOCIO,NO,28.672872,-106.102974,Villa,22,20,1,Invierno,2025
797947,2025-01-20,15,35,ROBO A CASA HABITACION,NO,28.658801,-106.015504,Morelos,46,20,1,Invierno,2025
799223,2025-01-21,8,15,ROBO A NEGOCIO,NO,28.637824,-106.097711,Villa,27,21,1,Invierno,2025
799804,2025-01-21,14,0,ROBO A NEGOCIO,NO,28.63503,-106.120234,Diana,31,21,1,Invierno,2025
800994,2025-01-22,9,7,ROBO A NEGOCIO,NO,28.727454,-106.12999,Colón,13,22,1,Invierno,2025
801896,2025-01-22,16,37,ROBO A NEGOCIO,SI,28.726179,-106.119073,Colón,13,22,1,Invierno,2025
802159,2025-01-22,20,28,ROBO A NEGOCIO,NO,28.727454,-106.12999,Colón,13,22,1,Invierno,2025
802807,2025-01-23,10,45,ROBO A NEGOCIO,NO,28.739458,-106.131537,Colón,7,23,1,Invierno,2025
803036,2025-01-23,12,33,ROBO DE VEHICULO,NO,28.612535,-106.062372,Zapata,75,23,1,Invierno,2025
803097,2025-01-23,13,20,ROBO A NEGOCIO,NO,28.621221,-106.111624,Diana,32,23,1,Invierno,2025
803294,2025-01-23,15,13,ROBO A CASA HABITACION,SI,28.641459,-106.061145,Ángel,40,23,1,Invierno,2025
804092,2025-01-23,23,0,ROBO A NEGOCIO,SI,28.586204,-106.102057,Zapata,73,23,1,Invierno,2025
805162,2025-01-24,14,24,ROBO A CASA HABITACION,NO,28.603937,-106.068849,Zapata,75,24,1,Invierno,2025
805238,2025-01-24,17,51,ROBO A NEGOCIO,NO,28.622725,-106.11492,Diana,32,24,1,Invierno,2025
806225,2025-01-25,2,49,ROBO A CASA HABITACION,SI,28.702154,-106.126635,Villa,16,25,1,Invierno,2025
806349,2025-01-25,6,35,ROBO A NEGOCIO,NO,28.622406,-106.048506,Zapata,72,25,1,Invierno,2025
806689,2025-01-25,11,56,ROBO A CASA HABITACION,NO,28.61587,-106.100384,Zapata,68,25,1,Invierno,2025
807374,2025-01-25,18,10,ROBO A CASA HABITACION,NO,28.624927,-106.106936,Diana,33,25,1,Invierno,2025
809397,2025-01-26,15,12,ROBO A NEGOCIO,SI,28.621854,-106.063005,Zapata,70,26,1,Invierno,2025
809387,2025-01-26,15,16,ROBO A NEGOCIO,SI,28.62156,-106.063182,Zapata,70,26,1,Invierno,2025
809640,2025-01-26,17,20,ROBO A NEGOCIO,NO,28.636917,-106.079946,Ángel,37,26,1,Invierno,2025
810185,2025-01-26,21,7,ROBO DE VEHICULO,NO,28.661574,-106.094005,Villa,23,26,1,Invierno,2025
810805,2025-01-27,0,41,ROBO A NEGOCIO,NO,28.719789,-106.095938,Colón,15,27,1,Invierno,2025
811611,2025-01-27,2,40,ROBO A NEGOCIO,NO,28.672076,-106.102591,Villa,22,27,1,Invierno,2025
810689,2025-01-27,3,48,ROBO A NEGOCIO,NO,28.62094,-106.05064,Zapata,70,27,1,Invierno,2025
810855,2025-01-27,7,53,ROBO A NEGOCIO,NO,28.626261,-106.072631,Ángel,41,27,1,Invierno,2025
811816,2025-01-27,17,0,ROBO A CASA HABITACION,NO,28.688969,-106.091893,Villa,18,27,1,Invierno,2025
811956,2025-01-27,18,21,ROBO A NEGOCIO,SI,28.615087,-106.021553,Morelos,55,27,1,Invierno,2025
811974,2025-01-27,18,38,ROBO A NEGOCIO,NO,28.618476,-106.059642,Zapata,75,27,1,Invierno,2025
811964,2025-01-27,18,50,ROBO A CASA HABITACION,NO,28.584472,-105.990756,Morelos,63,27,1,Invierno,2025
812111,2025-01-27,19,8,ROBO A NEGOCIO,NO,28.637433,-106.07987,Ángel,37,27,1,Invierno,2025
812264,2025-01-27,21,32,ROBO A NEGOCIO,SI,28.741581,-106.140004,Colón,7,27,1,Invierno,2025
813291,2025-01-28,12,23,ROBO A NEGOCIO,SI,28.704103,-106.127548,Colón,12,28,1,Invierno,2025
813367,2025-01-28,12,43,ROBO A NEGOCIO,SI,28.666717,-106.100198,Villa,23,28,1,Invierno,2025
814588,2025-01-29,3,34,ROBO A NEGOCIO,NO,28.676215,-106.140748,Diana,28,29,1,Invierno,2025
814656,2025-01-29,5,45,ROBO DE VEHICULO,NO,28.75652,-106.133425,Colón,4,29,1,Invierno,2025
816023,2025-01-29,20,37,ROBO A NEGOCIO,NO,28.72498,-106.135237,Colón,13,29,1,Invierno,2025
0,2025-01-30,0,0,ROBO A NEGOCIO,NO,28.733516,-106.143221,Colón,6,30,1,Invierno,2025
816678,2025-01-30,8,30,ROBO A CASA HABITACION,NO,28.595221,-105.994553,Morelos,63,30,1,Invierno,2025
816934,2025-01-30,10,54,ROBO DE VEHICULO,NO,28.617494,-106.100003,Zapata,68,30,1,Invierno,2025
817862,2025-01-30,20,3,ROBO A NEGOCIO,NO,28.6722,-106.027702,Morelos,50,30,1,Invierno,2025
818452,2025-01-31,5,50,ROBO A CASA HABITACION,SI,28.731014,-106.151821,Colón,6,31,1,Invierno,2025
818515,2025-01-31,6,7,ROBO A NEGOCIO,SI,28.660271,-106.101919,Villa,23,31,1,Invierno,2025
819077,2025-01-31,13,48,ROBO A CASA HABITACION,NO,28.633831,-106.090453,Villa,27,31,1,Invierno,2025
819250,2025-01-31,15,12,ROBO A CASA HABITACION,NO,28.659775,-106.110453,Villa,21,31,1,Invierno,2025
819559,2025-01-31,17,10,ROBO A NEGOCIO,NO,28.637029,-106.074061,Ángel,38,31,1,Invierno,2025
820581,2025-02-01,4,17,ROBO A NEGOCIO,NO,28.639831,-106.016972,Morelos,52,1,2,Invierno,2025
0,2025-02-01,6,50,ROBO A NEGOCIO,SI,28.660246,-106.101947,Villa,23,1,2,Invierno,2025
820727,2025-02-01,8,45,ROBO DE VEHICULO,NO,28.672365,-106.130148,Villa,21,1,2,Invierno,2025
822063,2025-02-01,22,10,ROBO A NEGOCIO,NO,28.63503,-106.120234,Diana,31,1,2,Invierno,2025
822961,2025-02-02,7,31,ROBO A NEGOCIO,SI,28.638931,-106.002604,Morelos,52,2,2,Invierno,2025
823029,2025-02-02,8,40,ROBO A NEGOCIO,SI,28.674776,-105.982463,Morelos,47,2,2,Invierno,2025
823150,2025-02-02,10,27,ROBO A CASA HABITACION,NO,28.732016,-106.098325,Colón,14,2,2,Invierno,2025
823267,2025-02-02,11,20,ROBO A NEGOCIO,NO,28.647844,-106.127147,Diana,31,2,2,Invierno,2025
823437,2025-02-02,13,15,ROBO A CASA HABITACION,NO,28.639733,-106.037622,Morelos,51,2,2,Invierno,2025
823486,2025-02-02,13,37,ROBO A CASA HABITACION,NO,28.661581,-105.951509,Morelos,48,2,2,Invierno,2025
824344,2025-02-02,20,57,ROBO DE VEHICULO,NO,28.603186,-106.111272,Zapata,67,2,2,Invierno,2025
825068,2025-02-03,5,25,ROBO A NEGOCIO,NO,28.67196,-105.966548,Morelos,48,3,2,Invierno,2025
825078,2025-02-03,5,58,ROBO A NEGOCIO,NO,28.63813,-106.000592,Morelos,52,3,2,Invierno,2025
825635,2025-02-03,13,55,ROBO A NEGOCIO,NO,28.590534,-105.989596,Morelos,63,3,2,Invierno,2025
825944,2025-02-03,16,39,ROBO A CASA HABITACION,NO,28.734308,-106.12518,Colón,8,3,2,Invierno,2025
827020,2025-02-04,6,5,ROBO DE VEHICULO,NO,28.728537,-106.126494,Colón,13,4,2,Invierno,2025
827105,2025-02-04,8,55,ROBO A NEGOCIO,NO,28.679824,-106.106613,Villa,22,4,2,Invierno,2025
827286,2025-02-04,10,15,ROBO A NEGOCIO,NO,28.7107,-106.152533,Colón,12,4,2,Invierno,2025
827598,2025-02-04,12,45,ROBO A CASA HABITACION,NO,28.606241,-106.0524,Zapata,76,4,2,Invierno,2025
827721,2025-02-04,13,26,ROBO A NEGOCIO,NO,28.643678,-106.096868,Diana,31,4,2,Invierno,2025
827754,2025-02-04,13,50,ROBO A NEGOCIO,NO,28.637585,-106.079664,Ángel,37,4,2,Invierno,2025
828423,2025-02-04,18,20,ROBO A CASA HABITACION,NO,28.727994,-106.135033,Colón,7,4,2,Invierno,2025
828792,2025-02-04,20,45,ROBO A CASA HABITACION,NO,28.703999,-106.109843,Villa,17,4,2,Invierno,2025
829032,2025-02-04,23,17,ROBO A NEGOCIO,SI,28.578775,-106.034213,Morelos,59,4,2,Invierno,2025
830025,2025-02-05,12,40,ROBO A NEGOCIO,NO,28.629052,-106.086048,Villa,27,5,2,Invierno,2025
830774,2025-02-05,17,30,ROBO A NEGOCIO,NO,28.672035,-106.027847,Morelos,50,5,2,Invierno,2025
830711,2025-02-05,17,51,ROBO A CASA HABITACION,NO,28.607362,-106.081402,Zapata,74,5,2,Invierno,2025
830866,2025-02-05,19,0,ROBO A NEGOCIO,NO,28.620329,-106.031637,Zapata,77,5,2,Invierno,2025
831146,2025-02-05,20,0,ROBO A NEGOCIO,NO,28.622725,-106.11492,Diana,32,5,2,Invierno,2025
831666,2025-02-06,5,37,ROBO A NEGOCIO,NO,28.678286,-106.121873,Villa,21,6,2,Invierno,2025
832236,2025-02-06,12,3,ROBO A CASA HABITACION,NO,28.674932,-105.988662,Morelos,47,6,2,Invierno,2025
833024,2025-02-06,17,30,ROBO A CASA HABITACION,NO,28.744905,-106.142213,Colón,7,6,2,Invierno,2025
834077,2025-02-07,1,1,ROBO DE VEHICULO,NO,28.600987,-106.065035,Zapata,75,7,2,Invierno,2025
834177,2025-02-07,8,36,ROBO A NEGOCIO,NO,28.728337,-106.10962,Colón,14,7,2,Invierno,2025
834357,2025-02-07,9,52,ROBO A NEGOCIO,NO,28.668649,-106.078663,Villa,26,7,2,Invierno,2025
834354,2025-02-07,10,15,ROBO DE VEHICULO,NO,28.683854,-106.101967,Villa,20,7,2,Invierno,2025
834510,2025-02-07,11,8,ROBO A CASA HABITACION,NO,28.72831,-106.131195,Colón,8,7,2,Invierno,2025
834664,2025-02-07,12,11,ROBO A NEGOCIO,NO,28.617702,-106.028564,Morelos,55,7,2,Invierno,2025
834956,2025-02-07,14,20,ROBO A CASA HABITACION,NO,28.789724,-106.155811,Colón,4,7,2,Invierno,2025
835937,2025-02-07,21,35,ROBO DE VEHICULO,NO,28.630699,-106.121085,Diana,32,7,2,Invierno,2025
836598,2025-02-08,3,55,ROBO A CASA HABITACION,NO,28.705215,-106.13127,Colón,12,8,2,Invierno,2025
836754,2025-02-08,8,10,ROBO A NEGOCIO,SI,28.594954,-106.163489,Diana,34,8,2,Invierno,2025
836882,2025-02-08,10,0,ROBO A CASA HABITACION,NO,28.673863,-105.987198,Morelos,47,8,2,Invierno,2025
835188,2025-02-08,16,21,ROBO DE VEHICULO,NO,28.64847,-106.06868,Ángel,36,8,2,Invierno,2025
836426,2025-02-08,16,55,ROBO A NEGOCIO,NO,28.636145,-106.076127,Ángel,37,8,2,Invierno,2025
837740,2025-02-08,17,7,ROBO A NEGOCIO,SI,28.643124,-106.084108,Villa,25,8,2,Invierno,2025
840179,2025-02-09,13,50,ROBO A NEGOCIO,NO,28.641058,-106.100252,Diana,33,9,2,Invierno,2025
841852,2025-02-10,4,5,ROBO A NEGOCIO,NO,28.705226,-106.129413,Colón,12,10,2,Invierno,2025
841844,2025-02-10,4,12,ROBO A NEGOCIO,NO,28.665467,-106.089969,Villa,23,10,2,Invierno,2025
842003,2025-02-10,7,20,ROBO A NEGOCIO,NO,28.633802,-106.065685,Ángel,41,10,2,Invierno,2025
842122,2025-02-10,8,10,ROBO A NEGOCIO,NO,28.656223,-106.079959,Villa,25,10,2,Invierno,2025
842943,2025-02-10,11,0,ROBO A NEGOCIO,SI,28.673876,-105.999553,Morelos,46,10,2,Invierno,2025
843423,2025-02-10,17,25,ROBO A CASA HABITACION,NO,28.731573,-106.101883,Colón,14,10,2,Invierno,2025
843723,2025-02-10,20,10,ROBO A CASA HABITACION,NO,28.602618,-106.003497,Morelos,56,10,2,Invierno,2025
843964,2025-02-10,22,23,ROBO A NEGOCIO,SI,28.619349,-106.022981,Morelos,55,10,2,Invierno,2025
845883,2025-02-11,18,10,ROBO A NEGOCIO,NO,28.672076,-106.102591,Villa,22,11,2,Invierno,2025
846162,2025-02-11,20,32,ROBO A CASA HABITACION,NO,28.632931,-106.052303,Zapata,71,11,2,Invierno,2025
846844,2025-02-12,7,35,ROBO A CASA HABITACION,NO,28.697408,-106.100833,Villa,20,12,2,Invierno,2025
846909,2025-02-12,8,15,ROBO A NEGOCIO,NO,28.638567,-106.074367,Ángel,37,12,2,Invierno,2025
846517,2025-02-12,12,3,ROBO A NEGOCIO,SI,28.589855,-106.148491,Diana,34,12,2,Invierno,2025
849482,2025-02-13,8,26,ROBO DE VEHICULO,NO,28.646327,-106.075393,Villa,25,13,2,Invierno,2025
849601,2025-02-13,8,50,ROBO A CASA HABITACION,NO,28.671546,-106.129823,Villa,21,13,2,Invierno,2025
849786,2025-02-13,11,34,ROBO A NEGOCIO,SI,28.673694,-106.096967,Villa,24,13,2,Invierno,2025
850955,2025-02-13,20,55,ROBO A CASA HABITACION,NO,28.656798,-105.960735,Morelos,48,13,2,Invierno,2025
851005,2025-02-13,21,0,ROBO A NEGOCIO,NO,28.600101,-106.102835,Zapata,73,13,2,Invierno,2025
851846,2025-02-14,9,45,ROBO A NEGOCIO,NO,28.739006,-106.129247,Colón,8,14,2,Invierno,2025
852211,2025-02-14,13,34,ROBO A NEGOCIO,NO,28.622725,-106.11492,Diana,32,14,2,Invierno,2025
852578,2025-02-14,15,43,ROBO A NEGOCIO,NO,28.622725,-106.11492,Diana,32,14,2,Invierno,2025
852951,2025-02-14,18,32,ROBO A NEGOCIO,NO,28.640348,-106.072757,Ángel,39,14,2,Invierno,2025
853465,2025-02-14,22,9,ROBO DE VEHICULO,NO,28.674203,-106.100092,Villa,22,14,2,Invierno,2025
854508,2025-02-15,11,39,ROBO DE VEHICULO,NO,28.649166,-106.045484,Morelos,49,15,2,Invierno,2025
854915,2025-02-15,14,55,ROBO A NEGOCIO,SI,28.678459,-105.983183,Morelos,47,15,2,Invierno,2025
855035,2025-02-15,15,49,ROBO A CASA HABITACION,NO,28.650136,-105.989236,Morelos,53,15,2,Invierno,2025
855828,2025-02-15,23,5,ROBO A NEGOCIO,NO,28.621405,-106.049032,Zapata,70,15,2,Invierno,2025
856127,2025-02-16,2,20,ROBO DE VEHICULO,NO,28.738832,-106.114042,Colón,9,16,2,Invierno,2025
