FOLIO,FECHA,HORA,MINUTO,TIPO,VIOLENCIA,LATITUD,LONGITUD,DISTRITO,CUADRANTE,DIA,MES,ESTACION,AÑO
34017SP,2015-08-28,99,99,ROBO A CASA HABITACION,NO,28.697805,-106.123005,Villa,16,28,8,Verano,2015
62770,2015-08-28,99,99,ROBO A NEGOCIO,NO,28.644134,-106.072464,Ángel,36,28,8,Verano,2015
97073,2015-08-28,99,99,ROBO A CASA HABITACION,NO,28.704075,-106.121167,Villa,17,28,8,Verano,2015
88809,2015-08-28,99,99,ROBO A NEGOCIO,SI,28.742905,-106.107644,Colón,9,28,8,Verano,2015
77854,2015-08-28,99,99,ROBO A CASA HABITACION,NO,28.641445,-106.121401,Diana,31,28,8,Verano,2015
90224,2015-08-28,99,99,ROBO A CASA HABITACION,NO,28.72064,-106.090936,Colón,15,28,8,Verano,2015
101661,2015-08-28,99,99,ROBO DE VEHICULO,SI,28.729959,-106.105859,Colón,14,28,8,Verano,2015
85552,2015-08-29,99,99,ROBO A NEGOCIO,SI,28.622514,-106.074075,Zapata,69,29,8,Verano,2015
69223,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.656754,-106.007463,Morelos,50,29,8,Verano,2015
25025SP,2015-08-29,99,99,ROBO A NEGOCIO,NO,28.664687,-106.129896,Diana,29,29,8,Verano,2015
56514,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.595533,-106.113622,Zapata,67,29,8,Verano,2015
53637X,2015-08-29,99,99,ROBO A NEGOCIO,SI,28.615023,-106.032216,Morelos,55,29,8,Verano,2015
73769,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.742174,-106.126192,Colón,8,29,8,Verano,2015
78965A,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.64527,-106.057589,Ángel,35,29,8,Verano,2015
97692,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.691716,-106.138754,Diana,28,29,8,Verano,2015
82257,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.737252,-106.103571,Colón,9,29,8,Verano,2015
75976,2015-08-29,99,99,ROBO A NEGOCIO,SI,28.684017,-106.096175,Villa,24,29,8,Verano,2015
73630,2015-08-29,99,99,ROBO A NEGOCIO,SI,28.618136,-106.022703,Morelos,55,29,8,Verano,2015
51744,2015-08-29,99,99,ROBO A NEGOCIO,NO,28.617255,-106.080414,Zapata,69,29,8,Verano,2015
80356,2015-08-29,99,99,ROBO A CASA HABITACION,NO,28.689601,-106.135885,Diana,28,29,8,Verano,2015
111142,2015-08-30,99,99,ROBO A CASA HABITACION,NO,28.691991,-106.095603,Villa,20,30,8,Verano,2015
76205,2015-08-30,99,99,ROBO A CASA HABITACION,NO,28.790071,-106.170864,Colón,1,30,8,Verano,2015
76535,2015-08-30,99,99,ROBO A CASA HABITACION,NO,28.634493,-106.004304,Morelos,52,30,8,Verano,2015
74110,2015-08-30,99,99,ROBO A NEGOCIO,NO,28.613287,-106.026584,Morelos,55,30,8,Verano,2015
75968,2015-08-30,99,99,ROBO A NEGOCIO,SI,28.661512,-106.085503,Villa,25,30,8,Verano,2015
85203,2015-08-31,99,99,ROBO A NEGOCIO,NO,28.642234,-106.071861,Ángel,36,31,8,Verano,2015
73690,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.730019,-106.116109,Colón,13,31,8,Verano,2015
59779,2015-08-31,99,99,ROBO A NEGOCIO,NO,28.647509,-106.117209,Diana,31,31,8,Verano,2015
014977SP,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.655501,-106.092287,Villa,25,31,8,Verano,2015
120295C,2015-08-31,99,99,ROBO A NEGOCIO,NO,28.63887,-106.09856,Diana,33,31,8,Verano,2015
75925,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.653482,-106.114039,Diana,31,31,8,Verano,2015
17059,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.598589,-106.011499,Morelos,56,31,8,Verano,2015
63931,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.733792,-106.14735,Colón,6,31,8,Verano,2015
015411SP,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.696959,-106.14531,Colón,11,31,8,Verano,2015
54853X,2015-08-31,99,99,ROBO A CASA HABITACION,NO,28.655428,-106.099008,Villa,25,31,8,Verano,2015
74407X,2015-09-01,99,99,ROBO A NEGOCIO,NO,28.621435,-106.051642,Zapata,70,1,9,Verano,2015
79458X,2015-09-01,99,99,ROBO A NEGOCIO,NO,28.608086,-106.020949,Morelos,55,1,9,Verano,2015
102067,2015-09-01,99,99,ROBO A CASA HABITACION,NO,28.789912,-106.17246,Colón,1,1,9,Verano,2015
97179,2015-09-01,99,99,ROBO A NEGOCIO,NO,28.647481,-106.117301,Diana,31,1,9,Verano,2015
90211,2015-09-01,99,99,ROBO A NEGOCIO,SI,28.723987,-106.130666,Colón,13,1,9,Verano,2015
228142C,2015-09-01,99,99,ROBO A CASA HABITACION,NO,28.723632,-106.156556,Colón,12,1,9,Verano,2015
72477,2015-09-01,99,99,ROBO A CASA HABITACION,NO,28.670108,-106.029603,Morelos,50,1,9,Verano,2015
81768,2015-09-01,99,99,ROBO A CASA HABITACION,NO,28.697369,-106.113449,Villa,17,1,9,Verano,2015
541364SO,2015-09-01,99,99,ROBO DE VEHICULO,SI,28.67328,-106.092471,Villa,24,1,9,Verano,2015
106054,2015-09-01,99,99,ROBO A NEGOCIO,SI,28.623268,-106.029146,Zapata,72,1,9,Verano,2015
120296C,2015-09-01,99,99,ROBO A NEGOCIO,SI,28.658865,-106.101469,Villa,23,1,9,Verano,2015
223418SO,2015-09-01,99,99,ROBO DE VEHICULO,SI,28.675025,-106.105353,Villa,22,1,9,Verano,2015
79238,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.735475,-106.123253,Colón,8,2,9,Verano,2015
53638X,2015-09-02,99,99,ROBO DE VEHICULO,NO,28.625263,-106.043262,Zapata,72,2,9,Verano,2015
72478X,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.65261,-106.019681,Morelos,50,2,9,Verano,2015
55040,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.789836,-106.170871,Colón,1,2,9,Verano,2015
78789,2015-09-02,99,99,ROBO A NEGOCIO,SI,28.641044,-106.099841,Villa,27,2,9,Verano,2015
108083,2015-09-02,99,99,ROBO A NEGOCIO,NO,28.638879,-106.098539,Diana,33,2,9,Verano,2015
38586SP,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.665574,-105.942002,Morelos,48,2,9,Verano,2015
75441,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.643479,-106.084458,Villa,25,2,9,Verano,2015
52368X,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.600136,-106.037307,Morelos,55,2,9,Verano,2015
106504,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.633866,-106.117873,Diana,31,2,9,Verano,2015
65542,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.674902,-106.096141,Villa,24,2,9,Verano,2015
63047,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.605101,-106.04433,Zapata,76,2,9,Verano,2015
77523,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.594905,-106.103154,Zapata,73,2,9,Verano,2015
107034,2015-09-02,99,99,ROBO DE VEHICULO,SI,28.62249,-106.111728,Diana,33,2,9,Verano,2015
79182,2015-09-02,99,99,ROBO A CASA HABITACION,NO,28.740285,-106.12437,Colón,8,2,9,Verano,2015
99261,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.647518,-106.052987,Morelos,49,3,9,Verano,2015
74299,2015-09-03,99,99,ROBO A NEGOCIO,NO,28.775522,-106.1719,Colón,3,3,9,Verano,2015
107036,2015-09-03,99,99,ROBO DE VEHICULO,NO,28.632286,-106.12114,Diana,32,3,9,Verano,2015
63669,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.793848,-106.171377,Colón,1,3,9,Verano,2015
134371CX,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.752027,-106.125438,Colón,8,3,9,Verano,2015
63869,2015-09-03,99,99,ROBO A NEGOCIO,SI,28.646321,-106.087864,Villa,25,3,9,Verano,2015
100908,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.729034,-106.115208,Colón,13,3,9,Verano,2015
88882,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.710254,-106.135596,Colón,12,3,9,Verano,2015
67934,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.697373,-106.122805,Villa,16,3,9,Verano,2015
81565,2015-09-03,99,99,ROBO A CASA HABITACION,NO,28.647505,-106.079824,Villa,25,3,9,Verano,2015
61521,2015-09-03,99,99,ROBO DE VEHICULO,SI,28.689319,-106.084449,Villa,24,3,9,Verano,2015
80993,2015-09-03,99,99,ROBO A NEGOCIO,NO,28.651492,-106.102487,Diana,31,3,9,Verano,2015
19215SP,2015-09-03,99,99,ROBO A NEGOCIO,SI,28.657564,-106.104945,Villa,23,3,9,Verano,2015
004851SP,2015-09-03,99,99,ROBO A NEGOCIO,NO,28.662321,-106.121337,Villa,21,3,9,Verano,2015
73182,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.614897,-106.073885,Zapata,75,4,9,Verano,2015
72633,2015-09-04,99,99,ROBO A NEGOCIO,SI,28.656333,-106.115267,Villa,21,4,9,Verano,2015
67592,2015-09-04,99,99,ROBO A NEGOCIO,NO,28.729062,-106.117267,Colón,13,4,9,Verano,2015
97875,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.714443,-106.098325,Villa,18,4,9,Verano,2015
73688,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.726667,-106.11764,Colón,13,4,9,Verano,2015
63932,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.763666,-106.150504,Colón,4,4,9,Verano,2015
110768,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.69541,-106.101381,Villa,20,4,9,Verano,2015
78950,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.689042,-106.139062,Diana,28,4,9,Verano,2015
69043,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.601844,-106.095587,Zapata,73,4,9,Verano,2015
66923,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.72991,-106.100821,Colón,14,4,9,Verano,2015
74756X,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.638659,-106.11555,Diana,31,4,9,Verano,2015
78939X,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.685083,-106.114916,Villa,19,4,9,Verano,2015
142910SO,2015-09-04,99,99,ROBO DE VEHICULO,SI,28.673806,-106.093264,Villa,24,4,9,Verano,2015
77502X,2015-09-04,99,99,ROBO A NEGOCIO,SI,28.624997,-106.057856,Zapata,70,4,9,Verano,2015
80136,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.793639,-106.171539,Colón,1,4,9,Verano,2015
004561SP,2015-09-04,99,99,ROBO A NEGOCIO,SI,28.657582,-106.104996,Villa,23,4,9,Verano,2015
012732SP,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.65896,-105.964875,Morelos,54,4,9,Verano,2015
63671X,2015-09-04,99,99,ROBO A CASA HABITACION,NO,28.791352,-106.167774,Colón,1,4,9,Verano,2015
96606,2015-09-05,99,99,ROBO A NEGOCIO,SI,28.631979,-106.08344,Villa,27,5,9,Verano,2015
106474,2015-09-05,99,99,ROBO A NEGOCIO,NO,28.683416,-106.136238,Diana,28,5,9,Verano,2015
67774X,2015-09-05,99,99,ROBO A CASA HABITACION,NO,28.66745,-106.11343,Villa,21,5,9,Verano,2015
78086,2015-09-05,99,99,ROBO A CASA HABITACION,NO,28.728664,-106.119587,Colón,13,5,9,Verano,2015
226361C,2015-09-05,99,99,ROBO DE VEHICULO,SI,28.641794,-106.103122,Diana,33,5,9,Verano,2015
011556D,2015-09-05,99,99,ROBO A CASA HABITACION,NO,28.640475,-106.07969,Ángel,37,5,9,Verano,2015
60342,2015-09-05,99,99,ROBO A CASA HABITACION,NO,28.662853,-106.012576,Morelos,46,5,9,Verano,2015
89789,2015-09-06,99,99,ROBO A CASA HABITACION,NO,28.745786,-106.165413,Colón,6,6,9,Verano,2015
111517,2015-09-06,99,99,ROBO A NEGOCIO,NO,28.679339,-106.080877,Villa,24,6,9,Verano,2015
94671A,2015-09-06,99,99,ROBO A CASA HABITACION,NO,28.626994,-106.0928,Villa,27,6,9,Verano,2015
94672A,2015-09-06,99,99,ROBO A NEGOCIO,NO,28.632412,-106.090237,Villa,27,6,9,Verano,2015
55037,2015-09-06,99,99,ROBO A CASA HABITACION,NO,28.778844,-106.163455,Colón,3,6,9,Verano,2015
175122C,2015-09-06,99,99,ROBO A NEGOCIO,NO,28.623759,-106.077443,Zapata,69,6,9,Verano,2015
184293C,2015-09-06,99,99,ROBO A NEGOCIO,NO,28.671009,-106.132707,Villa,19,6,9,Verano,2015
74661X1,2015-09-06,99,99,ROBO A CASA HABITACION,NO,28.638495,-106.044446,Morelos,51,6,9,Verano,2015
26027SP,2015-09-06,99,99,ROBO A CASA HABITACION,NO,28.642501,-106.066656,Ángel,40,6,9,Verano,2015
102069,2015-09-06,99,99,ROBO A CASA HABITACION,NO,28.780083,-106.171572,Colón,3,6,9,Verano,2015
85308,2015-09-07,99,99,ROBO A NEGOCIO,NO,28.592973,-106.09436,Zapata,73,7,9,Verano,2015
80560,2015-09-07,99,99,ROBO A NEGOCIO,NO,28.682431,-106.103701,Villa,20,7,9,Verano,2015
81733,2015-09-07,99,99,ROBO A NEGOCIO,NO,28.683389,-106.136269,Diana,28,7,9,Verano,2015
81567,2015-09-07,99,99,ROBO A CASA HABITACION,NO,28.650594,-106.097464,Diana,31,7,9,Verano,2015
65313,2015-09-07,99,99,ROBO A NEGOCIO,NO,28.65297,-105.96568,Morelos,54,7,9,Verano,2015
61221X,2015-09-07,99,99,ROBO A CASA HABITACION,NO,28.717361,-106.14155,Colón,12,7,9,Verano,2015
67593,2015-09-07,99,99,ROBO A CASA HABITACION,NO,28.725758,-106.094224,Colón,15,7,9,Verano,2015
75884,2015-09-07,99,99,ROBO A CASA HABITACION,NO,28.661722,-105.944322,Morelos,48,7,9,Verano,2015
63936,2015-09-07,99,99,ROBO DE VEHICULO,NO,28.680998,-106.085499,Villa,24,7,9,Verano,2015
107938,2015-09-07,99,99,ROBO DE VEHICULO,SI,28.647716,-106.129152,Diana,29,7,9,Verano,2015
55044,2015-09-07,99,99,ROBO A CASA HABITACION,NO,28.793639,-106.171529,Colón,1,7,9,Verano,2015
110533,2015-09-07,99,99,ROBO A NEGOCIO,NO,28.673918,-106.087156,Villa,24,7,9,Verano,2015
61755X,2015-09-08,99,99,ROBO A NEGOCIO,NO,28.618409,-106.018839,Morelos,55,8,9,Verano,2015
85554,2015-09-08,99,99,ROBO A CASA HABITACION,NO,28.608144,-106.056941,Zapata,76,8,9,Verano,2015
75021,2015-09-08,99,99,ROBO A CASA HABITACION,NO,28.644073,-106.122319,Diana,31,8,9,Verano,2015
134975C,2015-09-08,99,99,ROBO A CASA HABITACION,NO,28.70695,-106.114001,Villa,17,8,9,Verano,2015
81734,2015-09-08,99,99,ROBO DE VEHICULO,SI,28.678835,-106.105271,Villa,24,8,9,Verano,2015
110769,2015-09-08,99,99,ROBO A NEGOCIO,SI,28.664189,-106.110469,Villa,23,8,9,Verano,2015
81568,2015-09-08,99,99,ROBO DE VEHICULO,SI,28.652271,-106.095425,Diana,31,8,9,Verano,2015
80729X,2015-09-08,99,99,ROBO A NEGOCIO,SI,28.661557,-106.085534,Villa,25,8,9,Verano,2015
153317C,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.638572,-106.040344,Morelos,51,9,9,Verano,2015
79183X,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.698078,-106.144289,Colón,11,9,9,Verano,2015
77521,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.60336,-106.087779,Zapata,74,9,9,Verano,2015
005979SP,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.657921,-106.110935,Villa,21,9,9,Verano,2015
62423,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.635,-106.090499,Villa,27,9,9,Verano,2015
77509X,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.60953,-106.084876,Zapata,74,9,9,Verano,2015
005405SP,2015-09-09,99,99,ROBO A CASA HABITACION,NO,28.64373,-106.082322,Villa,25,9,9,Verano,2015
59710,2015-09-10,99,99,ROBO A NEGOCIO,NO,28.632665,-106.086802,Villa,27,10,9,Verano,2015
67595,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.728673,-106.119566,Colón,13,10,9,Verano,2015
75977,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.656479,-106.071535,Villa,26,10,9,Verano,2015
98149,2015-09-10,99,99,ROBO DE VEHICULO,SI,28.704376,-106.126187,Villa,16,10,9,Verano,2015
80187,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.679409,-106.104519,Villa,24,10,9,Verano,2015
125841C,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.592239,-106.110315,Zapata,67,10,9,Verano,2015
99758,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.612668,-106.034494,Zapata,77,10,9,Verano,2015
57178A,2015-09-10,99,99,ROBO A NEGOCIO,SI,28.61592,-106.078079,Zapata,70,10,9,Verano,2015
56808,2015-09-10,99,99,ROBO A NEGOCIO,SI,28.648926,-106.081527,Villa,25,10,9,Verano,2015
96965,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.688624,-106.143746,Diana,28,10,9,Verano,2015
102070,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.778915,-106.170923,Colón,3,10,9,Verano,2015
29274SP,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.717831,-106.093384,Colón,15,10,9,Verano,2015
197459C,2015-09-10,99,99,ROBO A NEGOCIO,SI,28.658929,-106.101419,Villa,23,10,9,Verano,2015
70426,2015-09-10,99,99,ROBO A CASA HABITACION,NO,28.703824,-106.101182,Villa,17,10,9,Verano,2015
18690,2015-09-11,99,99,ROBO A CASA HABITACION,NO,28.638085,-106.115084,Diana,31,11,9,Verano,2015
73440X,2015-09-11,99,99,ROBO A CASA HABITACION,NO,28.636311,-106.101367,Diana,33,11,9,Verano,2015
67569,2015-09-11,99,99,ROBO A CASA HABITACION,NO,28.590284,-106.03452,Morelos,59,11,9,Verano,2015
81569,2015-09-11,99,99,ROBO A NEGOCIO,SI,28.650361,-106.096183,Diana,31,11,9,Verano,2015
81592A,2015-09-11,99,99,ROBO A NEGOCIO,SI,28.604221,-105.995732,Morelos,57,11,9,Verano,2015
67596,2015-09-11,99,99,ROBO A NEGOCIO,SI,28.74493,-106.112776,Colón,9,11,9,Verano,2015
75971,2015-09-11,99,99,ROBO A CASA HABITACION,NO,28.664998,-106.115205,Villa,21,11,9,Verano,2015
37838SP,2015-09-12,99,99,ROBO A NEGOCIO,NO,28.69163,-106.095579,Villa,20,12,9,Verano,2015
014980SP,2015-09-12,99,99,ROBO A CASA HABITACION,NO,28.644008,-106.090459,Villa,27,12,9,Verano,2015
111519,2015-09-12,99,99,ROBO A NEGOCIO,NO,28.686237,-106.092933,Villa,24,12,9,Verano,2015
190612C,2015-09-12,99,99,ROBO A NEGOCIO,NO,28.672435,-105.998423,Morelos,47,12,9,Verano,2015
006596D,2015-09-12,99,99,ROBO A CASA HABITACION,NO,28.626137,-106.059842,Zapata,70,12,9,Verano,2015
99788,2015-09-12,99,99,ROBO DE VEHICULO,SI,28.621436,-106.037475,Zapata,77,12,9,Verano,2015
75008X,2015-09-12,99,99,ROBO A NEGOCIO,SI,28.610409,-106.039474,Zapata,77,12,9,Verano,2015
177283C,2015-09-12,99,99,ROBO A CASA HABITACION,NO,28.63846,-106.070882,Ángel,39,12,9,Verano,2015
77962X,2015-09-12,99,99,ROBO A NEGOCIO,SI,28.658776,-106.101315,Villa,25,12,9,Verano,2015
81285,2015-09-12,99,99,ROBO A CASA HABITACION,NO,28.641597,-106.091785,Villa,27,12,9,Verano,2015
83353,2015-09-12,99,99,ROBO A CASA HABITACION,NO,28.734631,-106.103994,Colón,9,12,9,Verano,2015
81286,2015-09-12,99,99,ROBO A CASA HABITACION,NO,28.650047,-106.076842,Villa,25,12,9,Verano,2015
90226,2015-09-13,99,99,ROBO A NEGOCIO,NO,28.735061,-106.100056,Colón,9,13,9,Verano,2015
011965SP,2015-09-13,99,99,ROBO A NEGOCIO,SI,28.654038,-106.053604,Ángel,35,13,9,Verano,2015
78616,2015-09-13,99,99,ROBO A NEGOCIO,NO,28.704472,-106.126505,Colón,12,13,9,Verano,2015
88618,2015-09-13,99,99,ROBO A NEGOCIO,SI,28.684092,-106.133083,Villa,19,13,9,Verano,2015
96969,2015-09-13,99,99,ROBO DE VEHICULO,NO,28.665052,-106.098659,Villa,23,13,9,Verano,2015
89791,2015-09-13,99,99,ROBO A CASA HABITACION,NO,28.725729,-106.154183,Colón,12,13,9,Verano,2015
81483,2015-09-13,99,99,ROBO A CASA HABITACION,NO,28.690544,-106.133275,Diana,28,13,9,Verano,2015
77755X,2015-09-13,99,99,ROBO DE VEHICULO,SI,28.647384,-106.129015,Diana,30,13,9,Verano,2015
70506,2015-09-14,99,99,ROBO A NEGOCIO,SI,28.683597,-106.100101,Villa,24,14,9,Verano,2015
82218,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.738086,-106.141161,Colón,7,14,9,Verano,2015
41109SP,2015-09-14,99,99,ROBO A NEGOCIO,NO,28.670336,-106.10382,Villa,22,14,9,Verano,2015
89580,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.699632,-106.110495,Villa,17,14,9,Verano,2015
54779,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.790593,-106.171013,Colón,1,14,9,Verano,2015
58806,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.655511,-106.095479,Villa,25,14,9,Verano,2015
106505,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.615668,-106.104874,Diana,32,14,9,Verano,2015
010473SP,2015-09-14,99,99,ROBO A NEGOCIO,NO,28.629648,-106.125828,Diana,32,14,9,Verano,2015
55223,2015-09-14,99,99,ROBO A NEGOCIO,SI,28.723558,-106.128,Colón,13,14,9,Verano,2015
90351,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.743524,-106.147077,Colón,7,14,9,Verano,2015
014811SP,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.601806,-106.065233,Zapata,75,14,9,Verano,2015
87303,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.618304,-105.989165,Morelos,58,14,9,Verano,2015
106254,2015-09-14,99,99,ROBO A CASA HABITACION,NO,28.656076,-105.964173,Morelos,54,14,9,Verano,2015
52756X,2015-09-14,99,99,ROBO A NEGOCIO,SI,28.649839,-105.98681,Morelos,53,14,9,Verano,2015
96627,2015-09-14,99,99,ROBO DE VEHICULO,SI,28.632516,-106.088581,Villa,27,14,9,Verano,2015
60528X,2015-09-14,99,99,ROBO A NEGOCIO,SI,28.595505,-105.999055,Morelos,56,14,9,Verano,2015
79260X,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.738095,-106.141171,Colón,7,15,9,Verano,2015
61167X,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.630587,-106.094995,Villa,27,15,9,Verano,2015
013508D,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.644722,-106.122439,Diana,31,15,9,Verano,2015
51601,2015-09-15,99,99,ROBO A NEGOCIO,SI,28.690008,-106.093054,Villa,18,15,9,Verano,2015
79306,2015-09-15,99,99,ROBO A NEGOCIO,SI,28.733891,-106.134531,Colón,7,15,9,Verano,2015
101856,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.716714,-106.148689,Colón,12,15,9,Verano,2015
233022C,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.616891,-106.075184,Zapata,70,15,9,Verano,2015
27674SP,2015-09-15,99,99,ROBO A NEGOCIO,SI,28.659927,-106.10848,Villa,23,15,9,Verano,2015
75502XX,2015-09-15,99,99,ROBO A NEGOCIO,SI,28.664915,-106.129684,Diana,29,15,9,Verano,2015
80065X,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.700696,-106.098488,Villa,18,15,9,Verano,2015
106506,2015-09-15,99,99,ROBO A NEGOCIO,NO,28.641722,-106.10307,Diana,33,15,9,Verano,2015
73346,2015-09-15,99,99,ROBO DE VEHICULO,SI,28.619723,-106.104641,Diana,32,15,9,Verano,2015
88519,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.781254,-106.17181,Colón,3,15,9,Verano,2015
58807,2015-09-15,99,99,ROBO DE VEHICULO,SI,28.638899,-106.098345,Villa,27,15,9,Verano,2015
005440SP,2015-09-15,99,99,ROBO A CASA HABITACION,NO,28.627852,-106.093852,Villa,27,15,9,Verano,2015
99789,2015-09-16,99,99,ROBO A CASA HABITACION,NO,28.587569,-106.018757,Morelos,61,16,9,Verano,2015
84243,2015-09-16,99,99,ROBO A NEGOCIO,SI,28.695717,-106.130895,Diana,28,16,9,Verano,2015
65124,2015-09-16,99,99,ROBO A CASA HABITACION,NO,28.671871,-105.973017,Morelos,47,16,9,Verano,2015
102074,2015-09-17,99,99,ROBO A CASA HABITACION,NO,28.780149,-106.165938,Colón,3,17,9,Verano,2015
62416,2015-09-17,99,99,ROBO A CASA HABITACION,NO,28.622405,-106.105569,Diana,32,17,9,Verano,2015
012733SP,2015-09-17,99,99,ROBO A CASA HABITACION,NO,28.666425,-105.991028,Morelos,47,17,9,Verano,2015
37265SP,2015-09-17,99,99,ROBO A NEGOCIO,SI,28.612303,-106.057228,Zapata,76,17,9,Verano,2015
007993SP,2015-09-17,99,99,ROBO A CASA HABITACION,NO,28.606254,-106.046899,Zapata,76,17,9,Verano,2015
80233,2015-09-17,99,99,ROBO A NEGOCIO,SI,28.688949,-106.095684,Villa,20,17,9,Verano,2015
75655XX,2015-09-17,99,99,ROBO DE VEHICULO,SI,28.647257,-106.112705,Diana,31,17,9,Verano,2015
53686,2015-09-17,99,99,ROBO A NEGOCIO,SI,28.732902,-106.104713,Colón,9,17,9,Verano,2015
94253,2015-09-17,99,99,ROBO A CASA HABITACION,NO,28.768205,-106.163275,Colón,3,17,9,Verano,2015
85555,2015-09-18,99,99,ROBO A NEGOCIO,SI,28.621569,-106.051807,Zapata,70,18,9,Verano,2015
55046,2015-09-18,99,99,ROBO A NEGOCIO,NO,28.754065,-106.16613,Colón,3,18,9,Verano,2015
56306,2015-09-18,99,99,ROBO A CASA HABITACION,NO,28.700158,-106.130891,Villa,16,18,9,Verano,2015
77714,2015-09-18,99,99,ROBO A CASA HABITACION,NO,28.693263,-106.104603,Villa,20,18,9,Verano,2015
97182,2015-09-18,99,99,ROBO A CASA HABITACION,NO,28.670653,-106.129837,Villa,21,18,9,Verano,2015
62418X,2015-09-18,99,99,ROBO A CASA HABITACION,NO,28.643935,-106.083818,Villa,25,18,9,Verano,2015
74158XO,2015-09-18,99,99,ROBO A NEGOCIO,SI,28.598085,-105.995572,Morelos,56,18,9,Verano,2015
150345C,2015-09-18,99,99,ROBO A NEGOCIO,NO,28.663751,-106.102237,Villa,23,18,9,Verano,2015
67731,2015-09-19,99,99,ROBO A NEGOCIO,SI,28.648015,-106.082602,Villa,25,19,9,Verano,2015
75229,2015-09-19,99,99,ROBO A CASA HABITACION,NO,28.725526,-106.102731,Colón,14,19,9,Verano,2015
75375,2015-09-19,99,99,ROBO DE VEHICULO,SI,28.637742,-106.096348,Villa,27,19,9,Verano,2015
70561,2015-09-19,99,99,ROBO A NEGOCIO,SI,28.686982,-106.09336,Villa,20,19,9,Verano,2015
